model,frequency_Hz,Omega,inertial_to_elastic,D_viscous_to_elastic,w_amplitude_um,dynamic_compliance_uL_per_mmHg,phase_lag_deg,hysteresis_J_per_cycle,wall_loss_fraction,radiation_loss_fraction,nonlinearity_index,THD,third_to_fundamental,linear_exact_amplitude_um,linear_exact_phase_deg
nonlinear,18.9573565240638,0.00483499136983354,2.33771415463648e-05,0.792028026246508,16.0035462482843,0.160885194639983,-37.3005453099974,1.63340808778232e-05,0.997300384574371,0.00269961542562862,0.160070932825609,0.00511057275888559,0.00511033093938898,NaN,NaN
nonlinear,21.5443469003188,0.00549479201910437,3.01927393332131e-05,0.900111074588356,15.2414907460151,0.153224177143801,-40.9838660820368,1.68360106660599e-05,0.997300384574371,0.00269961542562862,0.145189400100539,0.00416405149798533,0.00416392374957267,NaN,NaN
nonlinear,24.4843674682223,0.00624463148405837,3.8995422371693e-05,1.02294353198108,14.3950956978052,0.14471528605423,-44.7419570018886,1.70664951503709e-05,0.997300384574371,0.00269961542562863,0.129511737593105,0.00332254587605602,0.0033224822087034,NaN,NaN
nonlinear,27.8255940220713,0.0070967967916007,5.03645247012741e-05,1.16253815686078,13.4791522510815,0.135507218203571,-48.5075876926759,1.70050983847076e-05,0.997300384574371,0.00269961542562863,0.113554715879896,0.00259671970167656,0.00259668976843009,NaN,NaN
nonlinear,31.6227766016838,0.00806525170137698,6.50482850065643e-05,1.3211823760593,12.5140145211719,0.125804595477214,-52.2124977247202,1.66568152620318e-05,0.997300384574371,0.00269961542562863,0.0978753496475626,0.00198937309692678,0.00198935979863979,NaN,NaN
nonlinear,35.9381366380463,0.00916586551887059,8.40130907100207e-05,1.50147576706056,11.523347054661,0.115845319845404,-55.7939370148688,1.60510991543503e-05,0.997300384574371,0.00269961542562863,0.082992204588853,0.00149595105604301,0.00149594545457962,NaN,NaN
nonlinear,40.8423865267452,0.0104166731331742,0.000108507079163392,1.70637265522296,10.5313294221403,0.105872470864416,-59.1999653208932,1.5235794354799e-05,0.997300384574371,0.00269961542562863,0.0693180621235233,0.00110608193443616,0.00110607968682492,NaN,NaN
nonlinear,46.4158883361278,0.0118381705404688,0.000140142281745223,1.93923052397503,9.56006374685074,0.0961082433118607,-62.3924641496625,1.42683571557831e-05,0.997300384574371,0.00269961542562862,0.0571217617774061,0.000805746531737633,0.000805745667802057,NaN,NaN
nonlinear,52.7499706370262,0.0134536506957206,0.000181000717042464,2.20386503124377,8.62775319555297,0.0867356353796323,-65.3476802403872,1.3206938409104e-05,0.997300384574371,0.00269961542562863,0.0465238282521091,0.000579509803963798,0.00057950948395785,NaN,NaN
nonlinear,59.9484250318941,0.0152895851959315,0.000233771415463648,2.50461253362659,7.74785540274168,0.0778899379658537,-68.054844963855,1.21038739168869e-05,0.997300384574371,0.00269961542562863,0.0375182895886209,0.000412341836082696,0.00041234172112913,NaN,NaN
nonlinear,68.1292069057962,0.0173760580492852,0.000301927393332131,2.84640114284091,6.92908763646456,0.0696587866073505,-70.5137181490905,1.10019322013083e-05,0.997300384574371,0.00269961542562863,0.0300076596711288,0.000290802730955566,0.000290802690065983,NaN,NaN
nonlinear,77.4263682681127,0.0197472586380219,0.00038995422371693,3.2348314787975,6.17599519093589,0.0620878755854404,-72.7318277984778,9.93313063030788e-06,0.997300384574371,0.00269961542562862,0.0238393228740395,0.000203602140615611,0.000203602120456347,NaN,NaN
nonlinear,87.9922543569107,0.0224420419528335,0.000503645247012741,3.67626844253416,5.48978464182387,0.0551893347217408,-74.7219193749051,8.91945589118569e-06,0.997300384574371,0.00269961542562863,0.0188360846335033,0.000141670715570215,0.000141670575673902,NaN,NaN
nonlinear,100,0.0255045652788994,0.000650482850065643,4.17794551282051,4.86919838053438,0.0489505211557061,-76.4998661521628,7.97440504402494e-06,0.997300384574371,0.00269961542562863,0.0148181830431241,9.7896085700632e-05,9.78927071101555e-05,NaN,NaN
